Country,Location,Household_Size,Head_Age,Head_Gender,Head_Education,Occupation,Monthly_Income_USD,Food_Cost_USD,Rent_Cost_USD,Transport_Cost_USD,Utilities_Cost_USD,Other_Costs_USD,Total_Expenditure_USD,Has_Mobile_Money,Savings_Rate,Monthly_Savings_USD,Has_Debt,Debt_Outstanding_USD,Remittance_Received_USD,Access_to_Healthcare,Access_to_School,Percent_Income_on_Essentials,Financial_Stress_Index
Rwanda,Urban,2,52,Other,Primary,Salaried,306.25,114.64,60.81,32.19,25.5,33.17,266.31,TRUE,0.099,30.32,FALSE,0,0,TRUE,TRUE,0.759,0.018
Zambia,Rural,5,39,Male,Tertiary,Trader,65.03,22.25,3.35,2.25,5.11,6.87,39.83,FALSE,0.021,1.37,TRUE,111.93,0,FALSE,TRUE,0.499,0.02
Zambia,Urban,4,47,Male,No_School,Farmer,62.94,20.31,11.03,1.91,2.7,161.26,197.21,TRUE,0.171,10.76,FALSE,0,385.21,TRUE,TRUE,0.562,0.088
Senegal,Urban,3,48,Female,Primary,Trader,142.52,52.67,41.57,3.51,9.26,15.62,122.63,TRUE,0.144,20.52,TRUE,92.3,0,TRUE,TRUE,0.746,0.02
Ghana,Urban,7,22,Male,Primary,Student,100.97,35.55,27.74,9.86,7.2,3.49,83.84,TRUE,0.116,11.71,FALSE,0,330.06,TRUE,TRUE,0.788,0.016
Uganda,Urban,2,61,Male,Secondary,Farmer,208.41,50.71,74.23,21.71,15.56,22.36,184.57,FALSE,0.071,14.8,FALSE,0,0,TRUE,TRUE,0.775,0.019
Rwanda,Rural,5,37,Male,No_School,Farmer,18.43,5.17,0.46,0.33,2.08,23.02,31.06,TRUE,0.098,1.81,FALSE,0,0,TRUE,TRUE,0.414,0.042
Tanzania,Rural,5,48,Male,Secondary,Farmer,89.87,39.66,15.26,6.75,7.13,94.32,163.12,TRUE,0.156,14.02,FALSE,0,0,TRUE,TRUE,0.757,0.047
Kenya,Urban,3,49,Male,Primary,Self_Employed,10,5,2.26,0.91,0.8,173.14,182.11,TRUE,0.101,1.01,FALSE,0,0,TRUE,TRUE,0.815,0.524
Rwanda,Rural,1,18,Other,No_School,Self_Employed,10,5,1.13,0.6,0.27,1.31,8.31,TRUE,0.204,2.04,FALSE,0,0,TRUE,FALSE,0.636,0.013
Ghana,Rural,3,32,Male,Tertiary,Farmer,119.22,38.62,5.77,7.4,16.64,59.84,128.27,FALSE,0.102,12.16,FALSE,0,313.17,TRUE,FALSE,0.569,0.024
Cameroon,Urban,3,50,Female,Primary,Casual_Labour,107.52,31.14,31.28,8.33,2.3,8.85,81.9,FALSE,0.115,12.36,FALSE,0,0,TRUE,TRUE,0.673,0.014
Kenya,Rural,8,41,Male,Primary,Salaried,309.31,96.9,41.69,7.85,13.43,43.29,203.16,FALSE,0.075,23.2,FALSE,0,40.42,FALSE,TRUE,0.515,0.012
Nigeria,Urban,2,48,Male,Primary,Salaried,234.79,99.01,84.01,21.86,10.5,19.01,234.39,TRUE,0.087,20.43,TRUE,381.06,0,TRUE,TRUE,0.913,0.031
Zambia,Rural,4,41,Male,Secondary,Trader,126.22,42.58,12.39,5.82,6.38,19.09,86.26,FALSE,0.123,15.53,TRUE,438.11,0,FALSE,TRUE,0.528,0.03
Ghana,Rural,5,55,Female,Secondary,Trader,127.85,52.2,14.36,7.51,4.31,21.86,100.24,TRUE,0.163,20.84,FALSE,0,0,TRUE,TRUE,0.608,0.014
Nigeria,Urban,4,41,Male,Tertiary,Casual_Labour,49.06,22.76,11.54,2.05,0.56,121.91,158.82,TRUE,0.136,6.67,FALSE,0,0,TRUE,TRUE,0.737,0.092
Senegal,Rural,3,57,Female,Primary,Casual_Labour,71.68,23.11,7.63,4.87,6.84,5.24,47.69,FALSE,0.029,2.08,FALSE,0,0,TRUE,TRUE,0.584,0.012
Malawi,Rural,5,28,Female,Secondary,Salaried,211,54.72,22.36,2.26,9.4,182.27,271.01,FALSE,0.145,30.6,FALSE,0,0,TRUE,FALSE,0.419,0.031
Tanzania,Urban,1,38,Male,Secondary,Salaried,465.25,176.94,108.15,27.76,0,60.59,373.44,TRUE,0.076,35.36,TRUE,103.63,0,TRUE,TRUE,0.671,0.018
Tanzania,Rural,2,33,Male,Secondary,Trader,161.43,47.23,23.55,0.73,8.3,14.92,94.73,FALSE,0.111,17.92,FALSE,0,0,TRUE,TRUE,0.491,0.009
Nigeria,Urban,4,45,Male,Secondary,Artisan,103.42,36.2,26.35,8.26,7.58,9.76,88.15,TRUE,0.091,9.41,FALSE,0,383.29,TRUE,TRUE,0.751,0.017
Zambia,Rural,4,37,Female,Secondary,Self_Employed,85.6,30.97,6.23,3.94,1.04,16.79,58.97,FALSE,0.064,5.48,FALSE,0,0,TRUE,TRUE,0.487,0.013
Senegal,Rural,5,37,Female,No_School,Trader,105.12,50.46,14.64,5.33,8.26,9.63,88.32,TRUE,0.173,18.19,FALSE,0,0,TRUE,FALSE,0.742,0.016
Cameroon,Urban,4,32,Female,Primary,Student,58.51,21.8,19.77,4.99,4.06,3.73,54.35,TRUE,0.135,7.9,FALSE,0,0,TRUE,TRUE,0.851,0.019
Zambia,Urban,1,34,Male,Secondary,Trader,205.52,65.36,35.3,13.58,6.96,0,121.2,TRUE,0.12,24.66,TRUE,270.22,0,TRUE,TRUE,0.587,0.016
Rwanda,Rural,8,40,Female,Primary,Trader,157.9,62.18,9.56,5.73,10.83,7.11,95.41,FALSE,0.07,11.05,FALSE,0,0,TRUE,TRUE,0.556,0.01
Tanzania,Urban,3,18,Male,Primary,Self_Employed,247.32,100.67,89.86,10.54,26.9,20.87,248.84,TRUE,0.164,40.56,FALSE,0,0,TRUE,TRUE,0.918,0.021
Rwanda,Urban,2,18,Male,Primary,Salaried,219.58,95.37,77.22,31.74,13.54,153.5,371.37,TRUE,0.027,5.93,FALSE,0,0,TRUE,TRUE,0.988,0.046
Kenya,Urban,5,41,Female,Primary,Salaried,211.85,60.46,57.35,16.92,9.54,35.86,180.13,FALSE,0.068,14.41,TRUE,388.6,148.83,FALSE,TRUE,0.678,0.028
Uganda,Urban,2,18,Male,Secondary,Salaried,228.31,100.54,94.05,16.95,8.06,201.83,421.43,TRUE,0.168,38.36,FALSE,0,0,TRUE,TRUE,0.958,0.048
Ghana,Urban,6,38,Other,Primary,Farmer,136.19,69.46,39.37,14.63,15.58,182.27,321.31,FALSE,0,0,FALSE,0,0,TRUE,TRUE,1.013,0.067
Senegal,Urban,5,35,Male,Secondary,Trader,199.99,87.76,79.98,7.02,10.75,14.7,200.21,TRUE,0.146,29.2,TRUE,151.38,0,TRUE,TRUE,0.923,0.026
Zambia,Urban,1,47,Male,Primary,Salaried,306.98,138.61,112.59,45.53,16.23,36.19,349.15,TRUE,0.158,48.5,FALSE,0,0,TRUE,TRUE,1.016,0.026
Tanzania,Rural,6,32,Male,Secondary,Trader,34.07,10.89,2.82,2.94,2.94,2.07,21.66,FALSE,0.014,0.48,FALSE,0,0,TRUE,FALSE,0.559,0.011
Rwanda,Urban,4,59,Female,Secondary,Salaried,285.66,133.76,45.17,30.45,22.04,40.86,272.28,FALSE,0.057,16.28,TRUE,755.69,0,TRUE,TRUE,0.807,0.036
Malawi,Urban,6,50,Female,Secondary,Salaried,471.44,149.29,143.06,37.75,8.79,74.57,413.46,TRUE,0.128,60.34,FALSE,0,0,TRUE,TRUE,0.717,0.018
Kenya,Urban,3,22,Other,Primary,Casual_Labour,42.9,14.9,10.44,2.12,2.84,6.91,37.21,TRUE,0.12,5.15,FALSE,0,0,TRUE,TRUE,0.69,0.017
Ghana,Rural,5,37,Female,No_School,Trader,97.19,30.86,8.06,3.98,4.41,2.63,49.94,TRUE,0.189,18.37,TRUE,716.35,0,TRUE,FALSE,0.482,0.044
Ghana,Urban,1,58,Female,No_School,Trader,10,5,3.57,0.96,0.95,1.17,11.65,TRUE,0.114,1.14,TRUE,525.63,0,TRUE,FALSE,0.953,0.281
Zambia,Urban,5,32,Male,No_School,Artisan,49.15,17.18,16.98,8.43,1.25,4.39,48.23,TRUE,0.086,4.23,FALSE,0,0,TRUE,TRUE,0.874,0.021
Senegal,Urban,4,39,Male,No_School,Farmer,34.54,9.3,8.23,3.16,2.9,0.41,24,TRUE,0.095,3.28,FALSE,0,0,TRUE,TRUE,0.664,0.012
Cameroon,Rural,4,57,Female,Secondary,Self_Employed,10,5,1.24,0.17,0.01,17.68,24.1,FALSE,0.035,0.35,FALSE,0,0,TRUE,TRUE,0.584,0.062
Malawi,Rural,2,34,Female,Tertiary,Farmer,60.1,16.94,3.15,3.24,4.77,4.84,32.94,FALSE,0.04,2.4,TRUE,822.65,0,TRUE,FALSE,0.46,0.081
Zambia,Rural,4,53,Female,No_School,Casual_Labour,20.22,9.25,2.51,1.76,1.68,1.55,16.75,TRUE,0.125,2.53,TRUE,994.33,0,TRUE,FALSE,0.716,0.267
Rwanda,Rural,5,29,Male,No_School,Salaried,230.52,106.82,36.08,13.91,7.61,41.56,205.98,TRUE,0.065,14.98,FALSE,0,0,FALSE,FALSE,0.71,0.019
Uganda,Rural,5,18,Female,Tertiary,Artisan,179.4,94.75,1.62,8.73,15.42,4.22,124.74,TRUE,0.1,17.94,FALSE,0,0,FALSE,TRUE,0.668,0.012
Nigeria,Urban,3,55,Male,Secondary,Farmer,64.41,22.24,19.27,6.63,3.62,6.21,57.97,TRUE,0.112,7.21,TRUE,411.76,187.88,TRUE,TRUE,0.791,0.052
Cameroon,Rural,2,45,Male,Primary,Self_Employed,14.9,5.25,0.31,0.49,0,1.63,7.68,FALSE,0.089,1.33,FALSE,0,0,FALSE,TRUE,0.381,0.006
Senegal,Urban,5,46,Female,Tertiary,Self_Employed,260.51,105.25,53.54,11.09,17.96,0,187.84,TRUE,0.088,22.92,FALSE,0,0,TRUE,TRUE,0.718,0.013
Kenya,Rural,4,27,Female,Secondary,Self_Employed,139.54,36.37,17.48,6.92,5,14.34,80.11,TRUE,0.072,10.05,FALSE,0,0,FALSE,FALSE,0.468,0.009
Cameroon,Rural,2,28,Male,Secondary,Farmer,110.83,31.2,10.29,3.01,9.74,12.32,66.56,FALSE,0.042,4.65,FALSE,0,0,FALSE,FALSE,0.485,0.01
Tanzania,Urban,5,54,Female,Secondary,Trader,149.51,35.61,24.53,13.51,14.85,21.18,109.68,TRUE,0.167,24.97,FALSE,0,0,TRUE,TRUE,0.588,0.013
Senegal,Urban,4,43,Male,Primary,Trader,209.56,85.62,21.75,19.48,9.98,0,136.83,FALSE,0,0,FALSE,0,0,TRUE,FALSE,0.65,0.013
Uganda,Urban,2,39,Male,Primary,Trader,124.2,35.98,25.33,7.7,3.39,12.08,84.48,FALSE,0.09,11.18,TRUE,713.89,0,TRUE,TRUE,0.578,0.043
Tanzania,Rural,3,43,Female,Primary,Self_Employed,98.34,41.31,12.18,5.18,5.82,7.41,71.9,FALSE,0.104,10.23,FALSE,0,0,TRUE,TRUE,0.649,0.013
Cameroon,Rural,6,58,Male,Secondary,Farmer,146.03,46.39,9.9,7.9,11.97,83.73,159.89,FALSE,0.101,14.75,FALSE,0,0,TRUE,FALSE,0.518,0.025
Nigeria,Rural,4,49,Female,No_School,Self_Employed,154.27,54.03,15.17,8.17,6.44,18.03,101.84,FALSE,0.067,10.34,FALSE,0,36.35,TRUE,FALSE,0.54,0.012
Nigeria,Urban,4,34,Female,Primary,Salaried,478.72,161.82,127.05,42.9,35.3,88.68,455.75,TRUE,0.084,40.21,FALSE,0,338.49,TRUE,TRUE,0.765,0.021
Uganda,Rural,4,23,Female,Primary,Farmer,47.47,17.25,3.95,3.46,4.12,5.05,33.83,TRUE,0.092,4.37,FALSE,0,0,TRUE,FALSE,0.594,0.013
Ghana,Rural,3,47,Female,Primary,Trader,188.82,59.62,4.39,12.15,17.7,162.51,256.37,FALSE,0.024,4.53,TRUE,753.31,0,FALSE,FALSE,0.494,0.056
Malawi,Rural,3,29,Female,No_School,Farmer,28.5,12.05,2.6,0.89,2.04,3.02,20.6,TRUE,0.155,4.42,FALSE,0,0,FALSE,TRUE,0.596,0.012
Kenya,Urban,4,26,Male,Secondary,Salaried,262.01,88.63,68.8,23.62,2.17,183.28,366.5,FALSE,0.068,17.82,TRUE,94.79,234.63,TRUE,TRUE,0.697,0.038
Ghana,Urban,2,56,Female,Primary,Salaried,357.63,134.28,68.07,30.05,18.29,90.38,341.07,FALSE,0.035,12.52,FALSE,0,0,TRUE,TRUE,0.699,0.022
Nigeria,Rural,4,50,Male,Secondary,Salaried,132.34,47.33,13.73,10.56,7.11,17.55,96.28,FALSE,0.113,14.95,TRUE,611.95,0,FALSE,FALSE,0.59,0.038
Nigeria,Rural,5,45,Female,Secondary,Artisan,33.04,9.22,3.34,1.19,2.07,6.06,21.88,FALSE,0.086,2.84,FALSE,0,37.59,TRUE,TRUE,0.465,0.011
Rwanda,Rural,5,25,Male,Primary,Trader,212.74,94.55,10.59,7.4,0,21.33,133.87,FALSE,0.083,17.66,FALSE,0,0,TRUE,TRUE,0.527,0.011
Tanzania,Urban,5,61,Female,Primary,Self_Employed,10,5,2.84,0.73,0.36,1.27,10.2,FALSE,0.077,0.77,FALSE,0,0,TRUE,TRUE,0.812,0.02
Cameroon,Urban,7,52,Male,Secondary,Self_Employed,187.7,76.32,47.15,21.21,10.24,3.66,158.58,FALSE,0.059,11.07,FALSE,0,0,TRUE,TRUE,0.821,0.018
Kenya,Rural,4,36,Male,Primary,Farmer,51.27,20.56,2.33,1.59,3.76,106.5,134.74,TRUE,0.209,10.72,FALSE,0,0,FALSE,FALSE,0.54,0.072
Uganda,Urban,2,34,Female,Tertiary,Casual_Labour,118.16,28.96,30.68,6.82,15.09,19.77,101.32,FALSE,0.068,8.03,TRUE,249.28,0,TRUE,TRUE,0.684,0.029
Cameroon,Rural,4,41,Male,Secondary,Casual_Labour,81.97,27.66,3.99,4.08,6.54,4.31,46.58,FALSE,0.007,0.57,FALSE,0,0,TRUE,TRUE,0.509,0.01
Rwanda,Urban,4,34,Female,Secondary,Trader,18.13,7.08,3.53,0.27,0.55,1.26,12.69,TRUE,0.147,2.67,TRUE,246.83,0,TRUE,TRUE,0.597,0.08
Nigeria,Urban,3,67,Female,Secondary,Trader,10,5,1.86,0.93,0.35,0.91,9.05,TRUE,0.12,1.2,FALSE,0,343.53,TRUE,TRUE,0.74,0.016
Uganda,Rural,5,35,Male,No_School,Student,56.56,19.29,5,3.54,2.24,6.79,36.86,TRUE,0.165,9.33,TRUE,850.4,0,FALSE,FALSE,0.522,0.089
Nigeria,Rural,3,27,Female,Secondary,Salaried,220.05,80.36,9.86,14.8,10.62,200.99,316.63,FALSE,0.085,18.7,TRUE,948.67,0,TRUE,FALSE,0.523,0.06
Kenya,Urban,5,59,Male,No_School,Self_Employed,221.23,71.61,41.92,37.82,14.77,29.79,195.91,FALSE,0.12,26.55,FALSE,0,0,TRUE,TRUE,0.748,0.018
Tanzania,Urban,6,33,Female,Primary,Farmer,182.22,68.33,67.81,12.13,5.77,20.45,174.49,TRUE,0.087,15.85,FALSE,0,0,TRUE,TRUE,0.841,0.021
Cameroon,Rural,1,49,Female,Primary,Trader,103.97,36.7,9.67,6.96,5.56,71.39,130.28,TRUE,0.077,8.01,TRUE,141.82,0,TRUE,FALSE,0.561,0.038
Cameroon,Urban,3,48,Male,Secondary,Farmer,10,5,3.33,0.61,0.54,1.02,10.5,TRUE,0.142,1.42,FALSE,0,0,TRUE,TRUE,0.862,0.02
Ghana,Rural,5,39,Male,Secondary,Salaried,206.75,58.32,25.42,17.4,14.5,34.95,150.59,FALSE,0.073,15.09,TRUE,895.05,0,FALSE,TRUE,0.557,0.037
Uganda,Urban,6,28,Female,No_School,Casual_Labour,31.8,12.03,7.9,1.62,1.52,4.53,27.6,TRUE,0.012,0.38,FALSE,0,0,TRUE,TRUE,0.703,0.019
Malawi,Rural,4,39,Female,Secondary,Salaried,155.37,28.18,2.52,12.1,5.75,96.68,145.23,TRUE,0.117,18.18,FALSE,0,359.7,TRUE,FALSE,0.31,0.02
Rwanda,Rural,4,26,Female,No_School,Salaried,230.58,84.94,13.71,10.89,8.96,33.66,152.16,FALSE,0.091,20.98,TRUE,88.88,0,TRUE,TRUE,0.512,0.014
Malawi,Rural,5,40,Male,Primary,Trader,173.85,61.03,20.31,11.64,12.48,9.85,115.31,FALSE,0.117,20.34,FALSE,0,0,TRUE,TRUE,0.603,0.011
Ghana,Urban,3,49,Female,Tertiary,Farmer,140.11,41.06,45.86,12.19,5.36,22.89,127.36,TRUE,0.18,25.22,TRUE,959.38,0,TRUE,TRUE,0.74,0.054
Kenya,Rural,2,61,Male,No_School,Self_Employed,110.03,27.81,3.27,7.64,8.91,15.85,63.48,TRUE,0.06,6.6,FALSE,0,0,TRUE,TRUE,0.429,0.009
Rwanda,Urban,1,27,Female,Primary,Salaried,361.06,136.94,79.91,26.5,25.63,46.41,315.39,TRUE,0.141,50.91,TRUE,351.54,0,TRUE,TRUE,0.743,0.023
Tanzania,Urban,5,37,Male,Primary,Casual_Labour,91.9,30.58,23.62,6.11,2.51,10.38,73.2,TRUE,0.123,11.3,TRUE,506.12,0,TRUE,TRUE,0.676,0.044
Malawi,Rural,3,34,Male,Primary,Trader,113.11,40.69,14.75,8.44,10.99,13.98,88.85,FALSE,0.123,13.91,FALSE,0,0,FALSE,TRUE,0.656,0.015
Tanzania,Rural,8,43,Female,Primary,Trader,15.65,5,0.89,0.86,0.98,78.35,86.08,TRUE,0.065,1.02,FALSE,0,231.88,FALSE,TRUE,0.464,0.157
Malawi,Rural,2,22,Male,No_School,Artisan,45.81,17.56,4.42,3.19,1.83,4.46,31.46,FALSE,0.074,3.39,FALSE,0,0,FALSE,FALSE,0.577,0.012
Tanzania,Urban,5,29,Female,Primary,Farmer,27.78,11.55,7.45,1.95,3.19,2.78,26.92,FALSE,0.08,2.22,FALSE,0,0,TRUE,TRUE,0.839,0.021
Malawi,Urban,4,20,Female,Primary,Trader,127.39,43.23,46.48,12.98,7.6,75.59,185.88,TRUE,0.035,4.46,FALSE,0,0,TRUE,TRUE,0.859,0.038
Tanzania,Urban,4,23,Female,Secondary,Salaried,307.4,88.29,108.79,6.09,21.75,14.54,239.46,TRUE,0.112,34.43,TRUE,47.62,0,TRUE,TRUE,0.729,0.016
Ghana,Rural,7,32,Male,Tertiary,Salaried,345.28,131.34,21.73,26.23,20.88,26.53,226.71,TRUE,0.075,25.9,FALSE,0,0,TRUE,TRUE,0.578,0.012
Senegal,Rural,4,60,Male,Primary,Salaried,256.26,84.59,21.91,19.27,26.46,34.31,186.54,FALSE,0.098,25.11,FALSE,0,0,TRUE,TRUE,0.592,0.014
Rwanda,Urban,7,44,Female,Secondary,Trader,175.35,71.97,33.56,17.43,19.89,12.01,154.86,TRUE,0.144,25.25,FALSE,0,0,TRUE,TRUE,0.81,0.018
Uganda,Rural,3,41,Male,Primary,Casual_Labour,43.2,15.18,1.08,2.58,2.93,204.22,225.99,FALSE,0.07,3.02,FALSE,0,0,TRUE,TRUE,0.493,0.156
Kenya,Urban,6,56,Male,No_School,Self_Employed,178.33,35.67,54.97,9.06,11.08,7.36,118.14,FALSE,0.081,14.44,TRUE,489.22,381.69,TRUE,TRUE,0.618,0.026
Zambia,Urban,8,45,Female,Secondary,Trader,185.81,34.48,25.74,15.83,16.36,21.03,113.44,TRUE,0.119,22.11,TRUE,171.57,0,TRUE,TRUE,0.495,0.014
Nigeria,Urban,6,46,Female,Secondary,Trader,134.65,40.43,9.34,14,6.13,2.76,72.66,TRUE,0.117,15.75,FALSE,0,0,TRUE,TRUE,0.515,0.007
Uganda,Urban,4,34,Male,No_School,Casual_Labour,72.88,27.82,22.47,7.45,4.91,2.48,65.13,FALSE,0.035,2.55,FALSE,0,0,TRUE,TRUE,0.848,0.02
Nigeria,Urban,5,32,Female,Primary,Trader,51.95,16.39,15.84,5.6,2.1,5.98,45.91,TRUE,0.144,7.48,FALSE,0,0,TRUE,TRUE,0.754,0.017
Rwanda,Rural,3,24,Female,Primary,Salaried,374.32,143.91,35.25,17.04,43.71,53.88,293.79,TRUE,0.067,25.08,FALSE,0,0,TRUE,FALSE,0.639,0.016
Uganda,Urban,1,33,Female,Secondary,Farmer,160.1,48.62,43.9,14.16,14.82,16.34,137.84,TRUE,0.138,22.09,TRUE,185.55,0,TRUE,TRUE,0.754,0.023
Tanzania,Rural,1,37,Male,Secondary,Trader,83.49,41.28,9.15,4.44,9.47,14.12,78.46,FALSE,0.105,8.77,FALSE,0,0,FALSE,TRUE,0.762,0.02
Tanzania,Urban,3,44,Male,Primary,Trader,203.63,68.59,49.32,14.3,9.22,24.51,165.94,TRUE,0.157,31.97,FALSE,0,0,TRUE,FALSE,0.691,0.015
Zambia,Rural,6,40,Female,Primary,Self_Employed,23.22,8.56,2.19,1.45,2.03,1.68,15.91,FALSE,0.04,0.93,FALSE,0,0,FALSE,FALSE,0.588,0.012
Nigeria,Rural,2,36,Female,Primary,Trader,85.43,24.17,7.32,3.14,6.21,98.57,139.41,TRUE,0.162,13.84,FALSE,0,0,TRUE,TRUE,0.473,0.041
Kenya,Rural,1,29,Male,Secondary,Artisan,42.23,13.54,2.69,4.36,2.92,5.39,28.9,TRUE,0.093,3.93,FALSE,0,0,TRUE,TRUE,0.544,0.012
Rwanda,Urban,2,45,Female,Primary,Trader,88.4,34,8.7,3.61,9.69,10.98,66.98,TRUE,0.157,13.88,FALSE,0,0,TRUE,TRUE,0.626,0.013
Tanzania,Rural,5,34,Male,No_School,Self_Employed,162.34,56.29,15,0.09,5.3,27.59,104.27,TRUE,0.177,28.73,FALSE,0,0,TRUE,FALSE,0.469,0.009
Senegal,Rural,3,44,Female,No_School,Trader,113.44,17.62,4.96,3.85,4.75,23.81,54.99,TRUE,0.081,9.19,FALSE,0,0,TRUE,TRUE,0.272,0.006
Ghana,Urban,3,18,Female,Primary,Student,94.26,36.28,26.53,7.94,4.15,12.56,87.46,TRUE,0.192,18.1,FALSE,0,0,TRUE,TRUE,0.786,0.018
Ghana,Urban,5,44,Female,No_School,Casual_Labour,15.03,5.9,2.09,0.66,0.25,1.13,10.03,TRUE,0.078,1.17,FALSE,0,0,TRUE,TRUE,0.555,0.011
Malawi,Urban,2,49,Male,Secondary,Farmer,10,5,1.93,0.95,0,1,8.88,TRUE,0.137,1.37,FALSE,0,0,TRUE,TRUE,0.716,0.016
Kenya,Rural,3,47,Male,Primary,Salaried,317.76,135.67,40.39,18.47,17.45,15.13,227.11,TRUE,0.09,28.6,FALSE,0,0,FALSE,FALSE,0.665,0.013
Ghana,Urban,1,38,Male,Tertiary,Farmer,10,5,0.63,1.24,0.82,1.14,8.83,FALSE,0.01,0.1,FALSE,0,0,TRUE,TRUE,0.699,0.017
Malawi,Urban,8,51,Male,Secondary,Self_Employed,190.88,98.82,49.26,6.59,10.18,69.85,234.7,TRUE,0.143,27.3,TRUE,152.56,0,FALSE,TRUE,0.859,0.033
Nigeria,Urban,6,25,Male,Primary,Student,97.16,35.59,21.57,11.18,3.45,194.77,266.56,TRUE,0.178,17.29,FALSE,0,0,TRUE,TRUE,0.731,0.076
Tanzania,Urban,4,39,Male,Secondary,Trader,210.11,39.67,47.42,16.87,20.26,24.69,148.91,TRUE,0.109,22.9,FALSE,0,0,TRUE,TRUE,0.588,0.013
Tanzania,Rural,3,38,Female,Primary,Trader,166.3,60.81,21.7,13.67,4.32,0,100.5,TRUE,0.168,27.94,FALSE,0,0,TRUE,FALSE,0.601,0.008
Senegal,Urban,2,52,Male,No_School,Trader,135.06,57.87,25.96,4.57,0.61,16.56,105.57,FALSE,0.105,14.18,FALSE,0,0,TRUE,TRUE,0.654,0.015
Uganda,Rural,1,18,Female,Tertiary,Trader,109.75,27.83,7.15,6.54,1.57,3.77,46.86,TRUE,0.159,17.45,FALSE,0,0,FALSE,TRUE,0.389,0.003
Ghana,Rural,5,27,Male,Secondary,Trader,156.07,51.67,8.37,5.74,16.68,76.82,159.28,FALSE,0,0,FALSE,0,0,TRUE,TRUE,0.525,0.024
Nigeria,Urban,6,61,Female,No_School,Farmer,10,5,2.07,0.74,0.54,1.46,9.81,TRUE,0.192,1.92,FALSE,0,0,TRUE,TRUE,0.759,0.017
Cameroon,Rural,5,18,Other,Primary,Trader,44.25,13.74,5.16,1.53,4.34,2.46,27.23,FALSE,0.093,4.12,TRUE,929.78,0,FALSE,TRUE,0.547,0.12
Ghana,Urban,1,50,Male,Primary,Casual_Labour,66.21,22.07,18.44,5.11,6.4,22.3,74.32,TRUE,0.071,4.7,FALSE,0,0,FALSE,TRUE,0.774,0.026
Kenya,Rural,7,32,Other,Primary,Trader,70.19,28.4,5.88,4.57,0.14,11.85,50.84,FALSE,0.042,2.95,FALSE,0,0,TRUE,FALSE,0.548,0.014
Uganda,Urban,1,43,Female,No_School,Trader,20.05,5.22,4.74,1.43,1.24,3.35,15.98,FALSE,0.045,0.9,FALSE,0,0,TRUE,TRUE,0.6,0.015
Ghana,Rural,3,57,Male,Primary,Trader,96.7,33.77,14.76,6.6,8.04,11.82,74.99,TRUE,0.153,14.8,TRUE,657.05,0,TRUE,FALSE,0.647,0.05
Nigeria,Urban,3,44,Female,Secondary,Artisan,147.09,41.48,29.89,14.55,4.08,10.92,100.92,TRUE,0.12,17.65,FALSE,0,0,TRUE,TRUE,0.608,0.012
Ghana,Urban,1,57,Male,Secondary,Self_Employed,130.98,43.38,18.53,5.71,2.8,1.12,71.54,FALSE,0.095,12.44,FALSE,0,0,TRUE,TRUE,0.534,0.008
Kenya,Rural,3,34,Male,Primary,Trader,80.08,29.36,12.19,4.67,6.01,10.97,63.2,TRUE,0.164,13.13,FALSE,0,0,TRUE,TRUE,0.644,0.014
Cameroon,Urban,3,36,Female,Secondary,Self_Employed,188.02,79.76,66.05,20.23,4.53,13.25,183.82,TRUE,0.147,27.64,FALSE,0,0,TRUE,TRUE,0.902,0.021
Rwanda,Rural,4,49,Male,No_School,Self_Employed,155.04,57.66,12.72,6.07,10.64,20.5,107.59,FALSE,0.054,8.37,FALSE,0,219.82,FALSE,TRUE,0.558,0.013
Zambia,Urban,5,35,Male,No_School,Artisan,150.41,46.69,48.42,11.37,12.42,21.25,140.15,TRUE,0.192,28.88,TRUE,421.86,0,TRUE,TRUE,0.785,0.033
Cameroon,Rural,2,47,Female,Secondary,Casual_Labour,62.51,27.12,4.21,4.32,5.42,5.58,46.65,FALSE,0.016,1,FALSE,0,0,TRUE,FALSE,0.647,0.015
Malawi,Urban,4,54,Other,Secondary,Farmer,213.81,84.04,56.32,20.25,18.01,23.67,202.29,FALSE,0.115,24.59,FALSE,0,0,TRUE,TRUE,0.832,0.02
Ghana,Rural,3,50,Female,No_School,Salaried,174.4,37.34,19.05,3.53,17.17,28.91,106,FALSE,0.094,16.39,TRUE,65.05,0,TRUE,TRUE,0.44,0.012
Tanzania,Urban,6,21,Female,Primary,Self_Employed,15.69,6.41,5.38,1.69,0.47,1.39,15.34,TRUE,0.133,2.09,FALSE,0,0,TRUE,TRUE,0.836,0.019
Senegal,Urban,4,36,Female,Tertiary,Artisan,86.19,30.56,35.75,11.41,9.54,6.16,93.42,FALSE,0.051,4.4,TRUE,599.02,0,TRUE,TRUE,1.001,0.062
Tanzania,Urban,1,43,Male,Secondary,Farmer,188.86,65.67,36.67,20.34,8.43,22.75,153.86,TRUE,0.099,18.7,FALSE,0,0,TRUE,TRUE,0.691,0.016
Cameroon,Rural,5,37,Female,Primary,Trader,19.7,8.54,2.14,0.92,0.54,1.76,13.9,TRUE,0.083,1.64,FALSE,0,0,TRUE,TRUE,0.586,0.012
Tanzania,Urban,5,41,Male,Primary,Salaried,310.35,104.18,46.07,20.28,28.63,32.9,232.06,TRUE,0.192,59.59,FALSE,0,0,TRUE,TRUE,0.64,0.013
